[ 2015-09-22T22:54:12+08:00 ] /admin.php/Common/logout/ | INFO: Tag[ route_check ] --START--
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: notdel b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | SQL: SELECT cms_admin.account,cms_admin.admin_id,cms_admin.admin_name FROM `cms_roleadmin` LEFT JOIN cms_admin ON cms_roleadmin.admin_id=cms_admin.admin_id WHERE ( cms_roleadmin.role_id = '2' ) AND ( cms_admin.is_del = '0' )  [ RunTime:0.000000s ]
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | NOTIC: [2] Invalid argument supplied for foreach() b0bb8a72b593576a71be1010bd45fcc4.php 第 49 行.
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: member_manage b0bb8a72b593576a71be1010bd45fcc4.php 第 55 行.
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: rolepriv_allot b0bb8a72b593576a71be1010bd45fcc4.php 第 58 行.
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: role_edit b0bb8a72b593576a71be1010bd45fcc4.php 第 60 行.
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: role_del b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: notdel b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | NOTIC: [2] in_array() expects parameter 2 to be array, null given b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: notdel b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | SQL: SELECT cms_admin.account,cms_admin.admin_id,cms_admin.admin_name FROM `cms_roleadmin` LEFT JOIN cms_admin ON cms_roleadmin.admin_id=cms_admin.admin_id WHERE ( cms_roleadmin.role_id = '1' ) AND ( cms_admin.is_del = '0' )  [ RunTime:0.000000s ]
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | NOTIC: [2] Invalid argument supplied for foreach() b0bb8a72b593576a71be1010bd45fcc4.php 第 49 行.
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: member_manage b0bb8a72b593576a71be1010bd45fcc4.php 第 55 行.
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: rolepriv_allot b0bb8a72b593576a71be1010bd45fcc4.php 第 58 行.
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: role_edit b0bb8a72b593576a71be1010bd45fcc4.php 第 60 行.
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: role_del b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: notdel b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | NOTIC: [2] in_array() expects parameter 2 to be array, null given b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: notdel b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | INFO: Tag[ view_filter ] --START--
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | INFO: Tag[ view_end ] --START--
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:10+08:00 ] /admin.php/Role/role_list/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Tag[ route_check ] --START--
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Run CheckRoute Behavior [ RunTime:0.015625s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.015625s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Tag[ app_begin ] --START--
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | NOTIC: [8192] mysql_escape_string(): This function is deprecated; use mysql_real_escape_string() instead. DbMysql.class.php 第 409 行.
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | SQL: SELECT `menu_id`,`menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 2 ) AND ( `func_name` = 'Role' ) LIMIT 1   [ RunTime:0.015625s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | SQL: SELECT `menu_id`,`menu_title`,`url` FROM `cms_admin_menu` WHERE ( `menu_id` = '1' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | SQL: SELECT `menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 3 ) AND ( `func_name` = 'role_edit' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | SQL: SELECT `menu_id`,`menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 2 ) AND ( `func_name` = 'Role' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | SQL: SELECT `menu_id`,`menu_title`,`url` FROM `cms_admin_menu` WHERE ( `menu_id` = '1' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | SQL: SELECT `menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 3 ) AND ( `func_name` = 'role_edit' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | NOTIC: [8] Use of undefined constant url - assumed 'url' CommonAction.class.php 第 138 行.
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | SQL: SELECT * FROM `cms_role` WHERE ( `role_id` = '1' )  [ RunTime:0.000000s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Tag[ view_template ] --START--
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Tag[ view_parse ] --START--
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Tag[ view_filter ] --START--
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Tag[ view_end ] --START--
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:16+08:00 ] /admin.php/Role/role_edit/1/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Tag[ route_check ] --START--
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Tag[ app_begin ] --START--
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8192] mysql_escape_string(): This function is deprecated; use mysql_real_escape_string() instead. DbMysql.class.php 第 409 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | SQL: SELECT `menu_id`,`menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 2 ) AND ( `func_name` = 'Role' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | SQL: SELECT `menu_id`,`menu_title`,`url` FROM `cms_admin_menu` WHERE ( `menu_id` = '1' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | SQL: SELECT `menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 3 ) AND ( `func_name` = 'role_list' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | SQL: SELECT `menu_id`,`menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 2 ) AND ( `func_name` = 'Role' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | SQL: SELECT `menu_id`,`menu_title`,`url` FROM `cms_admin_menu` WHERE ( `menu_id` = '1' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | SQL: SELECT `menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 3 ) AND ( `func_name` = 'role_list' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Use of undefined constant url - assumed 'url' CommonAction.class.php 第 138 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined index: findsub RoleAction.class.php 第 13 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | SQL: SELECT COUNT(*) AS tp_count FROM `cms_role` WHERE ( `is_del` = '0' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined index: goto Page.class.php 第 63 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | SQL: SELECT * FROM `cms_role` WHERE ( `is_del` = '0' ) ORDER BY role_id DESC LIMIT 0,25   [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Tag[ view_template ] --START--
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Run LocationTemplate Behavior [ RunTime:0.015625s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.015625s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Tag[ view_parse ] --START--
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: role_add b0bb8a72b593576a71be1010bd45fcc4.php 第 16 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: role_name b0bb8a72b593576a71be1010bd45fcc4.php 第 24 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | SQL: SELECT cms_admin.account,cms_admin.admin_id,cms_admin.admin_name FROM `cms_roleadmin` LEFT JOIN cms_admin ON cms_roleadmin.admin_id=cms_admin.admin_id WHERE ( cms_roleadmin.role_id = '3' ) AND ( cms_admin.is_del = '0' )  [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [2] Invalid argument supplied for foreach() b0bb8a72b593576a71be1010bd45fcc4.php 第 49 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: member_manage b0bb8a72b593576a71be1010bd45fcc4.php 第 55 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: rolepriv_allot b0bb8a72b593576a71be1010bd45fcc4.php 第 58 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: role_edit b0bb8a72b593576a71be1010bd45fcc4.php 第 60 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: role_del b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: notdel b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [2] in_array() expects parameter 2 to be array, null given b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: notdel b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | SQL: SELECT cms_admin.account,cms_admin.admin_id,cms_admin.admin_name FROM `cms_roleadmin` LEFT JOIN cms_admin ON cms_roleadmin.admin_id=cms_admin.admin_id WHERE ( cms_roleadmin.role_id = '2' ) AND ( cms_admin.is_del = '0' )  [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [2] Invalid argument supplied for foreach() b0bb8a72b593576a71be1010bd45fcc4.php 第 49 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: member_manage b0bb8a72b593576a71be1010bd45fcc4.php 第 55 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: rolepriv_allot b0bb8a72b593576a71be1010bd45fcc4.php 第 58 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: role_edit b0bb8a72b593576a71be1010bd45fcc4.php 第 60 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: role_del b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: notdel b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [2] in_array() expects parameter 2 to be array, null given b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: notdel b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | SQL: SELECT cms_admin.account,cms_admin.admin_id,cms_admin.admin_name FROM `cms_roleadmin` LEFT JOIN cms_admin ON cms_roleadmin.admin_id=cms_admin.admin_id WHERE ( cms_roleadmin.role_id = '1' ) AND ( cms_admin.is_del = '0' )  [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [2] Invalid argument supplied for foreach() b0bb8a72b593576a71be1010bd45fcc4.php 第 49 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: member_manage b0bb8a72b593576a71be1010bd45fcc4.php 第 55 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: rolepriv_allot b0bb8a72b593576a71be1010bd45fcc4.php 第 58 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: role_edit b0bb8a72b593576a71be1010bd45fcc4.php 第 60 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: role_del b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: notdel b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [2] in_array() expects parameter 2 to be array, null given b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | NOTIC: [8] Undefined variable: notdel b0bb8a72b593576a71be1010bd45fcc4.php 第 62 行.
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Tag[ view_filter ] --START--
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Tag[ view_end ] --START--
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:28+08:00 ] /admin.php/Role/role_list/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Tag[ route_check ] --START--
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Tag[ app_begin ] --START--
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | NOTIC: [8192] mysql_escape_string(): This function is deprecated; use mysql_real_escape_string() instead. DbMysql.class.php 第 409 行.
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | SQL: SELECT `menu_id`,`menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 2 ) AND ( `func_name` = 'Role' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | SQL: SELECT `menu_id`,`menu_title`,`url` FROM `cms_admin_menu` WHERE ( `menu_id` = '1' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | SQL: SELECT `menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 3 ) AND ( `func_name` = 'member_manage' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | SQL: SELECT `menu_id`,`menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 2 ) AND ( `func_name` = 'Role' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | SQL: SELECT `menu_id`,`menu_title`,`url` FROM `cms_admin_menu` WHERE ( `menu_id` = '1' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | SQL: SELECT `menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 3 ) AND ( `func_name` = 'member_manage' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | NOTIC: [8] Use of undefined constant url - assumed 'url' CommonAction.class.php 第 138 行.
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | SQL: SELECT * FROM `cms_admin` WHERE ( cms_admin.status = '1' ) AND ( cms_admin.is_del = '0' ) AND ( cms_admin.admin_id <> 1 ) AND ( cms_admin.admin_type = 'admin' )  [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | SQL: SELECT * FROM `cms_roleadmin` WHERE role_id=1  [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Tag[ view_template ] --START--
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Tag[ view_parse ] --START--
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Tag[ view_filter ] --START--
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Tag[ view_end ] --START--
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:37+08:00 ] /admin.php/Role/member_manage/1/Admin/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:00:40+08:00 ] /admin.php/Role/member_manage/2/%E5%8A%A0%E7%9B%9F%E5%95%86/ | INFO: Tag[ route_check ] --START--
[ 2015-09-22T23:00:40+08:00 ] /admin.php/Role/member_manage/2/%E5%8A%A0%E7%9B%9F%E5%95%86/ | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:00:40+08:00 ] /admin.php/Role/member_manage/2/%E5%8A%A0%E7%9B%9F%E5%95%86/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
