[ 2015-09-22T22:54:12+08:00 ] /admin.php/Common/logout/ | INFO: Tag[ route_check ] --START--
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | INFO: Tag[ view_parse ] --START--
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: messagetype_add 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 16 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 46 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | SQL: SELECT SUM(click_num) AS tp_sum FROM `cms_news` WHERE type_id=84 LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: messagetype_add 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 55 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: messagetype_edit 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 58 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: messagetype_del 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 60 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant pid - assumed 'pid' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant pid - assumed 'pid' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant pid - assumed 'pid' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant pid - assumed 'pid' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant pid - assumed 'pid' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant pid - assumed 'pid' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 68 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant sort - assumed 'sort' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 69 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 72 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_name - assumed 'type_name' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 72 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant click_num - assumed 'click_num' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 78 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 79 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | SQL: SELECT SUM(click_num) AS tp_sum FROM `cms_news` WHERE type_id=85 LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: messagetype_edit 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 90 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 90 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: notdel 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [2] in_array() expects parameter 2 to be array, null given 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: notdel 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant pid - assumed 'pid' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 68 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant sort - assumed 'sort' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 69 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 72 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_name - assumed 'type_name' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 72 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant click_num - assumed 'click_num' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 78 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 79 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | SQL: SELECT SUM(click_num) AS tp_sum FROM `cms_news` WHERE type_id=86 LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: messagetype_edit 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 90 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 90 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: notdel 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [2] in_array() expects parameter 2 to be array, null given 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: notdel 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant pid - assumed 'pid' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 68 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant sort - assumed 'sort' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 69 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 72 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_name - assumed 'type_name' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 72 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant click_num - assumed 'click_num' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 78 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 79 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | SQL: SELECT SUM(click_num) AS tp_sum FROM `cms_news` WHERE type_id=87 LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: messagetype_edit 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 90 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 90 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: notdel 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [2] in_array() expects parameter 2 to be array, null given 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: notdel 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant pid - assumed 'pid' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 68 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant sort - assumed 'sort' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 69 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 72 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_name - assumed 'type_name' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 72 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant click_num - assumed 'click_num' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 78 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 79 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | SQL: SELECT SUM(click_num) AS tp_sum FROM `cms_news` WHERE type_id=89 LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: messagetype_edit 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 90 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 90 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: notdel 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [2] in_array() expects parameter 2 to be array, null given 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: notdel 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant pid - assumed 'pid' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant pid - assumed 'pid' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant pid - assumed 'pid' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 46 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | SQL: SELECT SUM(click_num) AS tp_sum FROM `cms_news` WHERE type_id=78 LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: messagetype_add 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 55 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: messagetype_edit 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 58 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: messagetype_del 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 60 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant pid - assumed 'pid' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 68 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant sort - assumed 'sort' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 69 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 72 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_name - assumed 'type_name' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 72 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant click_num - assumed 'click_num' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 78 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 79 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | SQL: SELECT SUM(click_num) AS tp_sum FROM `cms_news` WHERE type_id=79 LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: messagetype_edit 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 90 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 90 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: notdel 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [2] in_array() expects parameter 2 to be array, null given 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: notdel 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant pid - assumed 'pid' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 68 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant sort - assumed 'sort' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 69 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 72 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_name - assumed 'type_name' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 72 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant click_num - assumed 'click_num' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 78 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 79 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | SQL: SELECT SUM(click_num) AS tp_sum FROM `cms_news` WHERE type_id=80 LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: messagetype_edit 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 90 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 90 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: notdel 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [2] in_array() expects parameter 2 to be array, null given 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: notdel 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant pid - assumed 'pid' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 66 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 68 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant sort - assumed 'sort' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 69 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 72 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_name - assumed 'type_name' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 72 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant click_num - assumed 'click_num' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 78 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 79 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | SQL: SELECT SUM(click_num) AS tp_sum FROM `cms_news` WHERE type_id=81 LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: messagetype_edit 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 90 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 90 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Use of undefined constant type_id - assumed 'type_id' 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: notdel 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [2] in_array() expects parameter 2 to be array, null given 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
[ 2015-09-22T23:04:16+08:00 ] /admin.php/Messagetype/messagetype_list | NOTIC: [8] Undefined variable: notdel 6a9ff5b0ea4d3f192662718bbfbbc42c.php 第 92 行.
